sample_role,parent_asin,proposed_device_type,source_domains,main_category,title,categories_evidence,limited_metadata_evidence,original_exclusion_reason,exclusion_gate_categories,supporting_metadata_fields,matched_device_terms,matched_smart_terms,proposed_decision,confidence,audit_label,audit_notes,draft_version,sampling_rank
strong_exclusion_control,B0BPNHXM5T,smart_bulb,Electronics,Camera & Photo,"Hoibampu 2PCS WiFi Socket Light Bulb Camera Security Outdoor, 1080P 360 Degree Socket Outdoor Lightbulbs Camera Wireless Outdoor Surveillance Blubs Camera Work with Alexa, white 2,",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 💡【HD Pan Tilt&WiFi Wireless Connection 】This Pan Tilt WiFi camera can provide you with a clear vision (Full HD 1080P(1920*1080) resolution) at any time, You can use the APP to control the camera viewing angle to achieve without blind spots. The maximum horizontal rotation angle of the bulb security camera is 355 degrees, not 360 degrees cyclically. 💡【Work on Alexa & Qucik Connection】Our camera supports Alexa voice as… | details: Best Sellers Rank Dome Surveillance Cameras 2519 Brand Hoibampu Connectivity Technology Wireless Date First Available December 13, 2022 Indoor/Outdoor Usage Outdoo",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:bulb camera|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:light bulb camera|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e27|light bulb,alexa|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,c541826f6b9cad3bec245b4c4ba61e4f1599eea509081c65edcb7f8c4accfb74
strong_exclusion_control,B0BML8G12Y,smart_bulb,Electronics,Camera & Photo,"2PCS Light Socket Security Camera,Light Bu LB Security Camera WiFi Outdoor,Light Camera for Home Security Camera with Motion Detection, Two-Way Audio, Color Night Vision,Auto Tracking,2.4G WiFi",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 【Wireless &Easy Installation】This light bulb security camera only needs to be directly installed in a light socket (110V~240V), and use the mobile phone to download the APP""CloudEye"" on IOS/Android devices. No other operations are required. (Notes: Only work with 2.4G WiFi,5G WiFi is not supported). 【1080P FHD&Color night vision】Equipped with a high-resolution sensor to provide you with clear vision within 60 feet. T… | details: Best Sellers Rank Dome Surveillance Cameras 3791 Brand VAKATAKA Connectivity Technology Wireless Date First Available November 16, 2022 Indoor/Outdoor Usage Outdoo",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,title|features,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,c96fbf93c88c6537909bc410250c4615619bee37db5964b8781fc18d61e159d7
strong_exclusion_control,B0B45FNVTH,smart_bulb,Electronics,Camera & Photo,"Eversecu 2MP 1080P Wireless Lightbulb Powered PTZ Security Camera with E27 Bulb Connector, Motion Auto Tracking, Two Way Audio, Night Vision, 2.4ghz WiFi IP PTZ CCTV Camera (Renewed)",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: <b>[Wireless & Easy Installation] : </b>Compatible with E26 / E27 light socket makes it quite easy to installl this security camera, simply screw this camera into a light socket(110V~240V),NO DRILL, NO WIRING, NO POWER CABLE, NO HARD SETUP, then open the ICAM365 app to setup the camera within minutes. please note this camera doesn't support 5g WIFI. <b>[2K 3MP Ultra HD Video Resolution] : </b>This IP surveillance cam… | description: This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, you",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features,bulb|e26|e27,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,cc47e3983b57912557c4f06fc9084800f811c618704204ed1c891e3848a306b1
strong_exclusion_control,B0B67QZZ4N,smart_bulb,Electronics,Camera & Photo,SC2000 Light Bulb Security Camera: Wireless 5G Indoor Outdoor Lightbulb Panoramic Dome Smart Camera with 1080P App Control Motion Detection Night Vision for Home Garden Baby Pet,Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 【1080P & Color Night Vision】- This 1080P PTZ smart bulb security camera provides a clear vision at any time, day or night. And a security camera system with 355°pan and 90°tilt function which allows you to cover 360-degree monitoring! 【Easy Installation & Setup】- Directly replace the camera like a light bulb on an E27 socket.This wifi surveillance camera support 2.4G and 5G WiFi, you just need to connect the security… | details: …ity Technology Wireless Country of Origin China Date First Available July 11, 2022 Item Weight 10.8 ounces Item model number security camera light bulb Manufactur",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:identity_not_in_title_or_categories|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features|details,bulb|e27|light bulb,app control|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,d001b2f4e2cff615c28fffb85011335dce805f25ee7c37630988d3f904c19a37
strong_exclusion_control,B07HBMF7ZB,smart_bulb,Electronics,All Electronics,"Projector, Spacekey LED Mini Video Projector for Multimedia Home Theater, Supports 1080P, Laptops, Smartphones, Amazon Fire TV Stick & DVDs via HDMI, USB, VGA & AV (RD815)",Electronics Video Projectors,"categories: Electronics Video Projectors | features: …projector supports smartphones, tablets, PCs, laptops, DVD players, USB drives, Xbox, Apple TV, ROKU and Fire TV Stick, NOTE: When use with smartphones, a Wi-Fi display dongle or HDMI adapter is not included. OPTIMUM DISTANCE: The optimum projector distance is 2-2. 5m and the display is about 120''. If you want the image size of 32"" to 170'', the distance is 1-5m. LOW NOISE & EFFICIENT ENERGY: This projector has impr… | details: Best Sellers Rank Video Projectors 2496 Brand Spacekey Connectivity Technology VGA, USB, HDMI Date First Available September 14, 2018 Display Resolution Maximum 1920 x 1080 Display resolution 1920 x 1080 Form Fact",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:projector,approved_identity_phrase_absent|identity_not_in_title_or_categories|wrong_product,features,bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,d0a07a9c1ff925682848a1813553d610b7da2ae98bba8347b1ca216756015ad0
strong_exclusion_control,B0BS8ZS3W7,smart_bulb,Electronics,Camera & Photo,WiFi Plug-in Indoor Security Camera 360-degree Wireless 1080P 2.4GHz Pan Tilt Home Smart Surveillance Camera for Pet/Baby Monitor with Night Vision Motion Detection Dog Camera,Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: Easy Installation: This wireless security bulb camera can be installed with USB charge cable, just connect camera and WiFi through APP (in the same WIFI network environment), which is convenient and fast. If the initial connection is unsuccessful, you can try to reset the device and reconnect. Please turn off the power before replacement 1080P and Intelligent Night Vision:Light Bulb Camera Outdoor Wifi 1080P HD Bulb … | details: Best Sellers Rank Dome Surveillance Cameras 279 Brand FOUAVRTEL Date First Available December 6, 2022 Focus Type Auto Focus Item Weight 9.6 ounces Lens Coating Des",smart_bulb:approved_identity_phrase_absent|smart_bulb:identity_not_in_title_or_categories|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|identity_not_in_title_or_categories|multi-type conflict|wrong_product,title|features,bulb|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,d757ef516a9b3130795ac52bbcb4bdc7a9de113ca3e66e8a663d908d0aa61666
strong_exclusion_control,B0C32S4LHM,smart_bulb,Electronics,Camera & Photo,Fabbay 1080P Light Bulb Security Camera Compatible with WiFi 5G and 2.4GHz 360 Panoramic Camera Outdoor Wireless Camera with E27 Socket Extender Night Vision Two Way Audio Motion Detection (2 Pcs),Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: 5G Wireless Camera compatible with WiFi: the package comes with 2 pieces of compatible with 2.4GHz/ 5GHz WiFi wireless outdoor bulb cameras with universal light heads; The light base extender can adjust the neck and head vertical angle up to 90 degrees; The head can be rotated 360 degrees horizontally, suitable for 110-250V and up to 150W lighting, it has a 4.5 inches extension to visually see from almost angles you … | description: Features: Our light bulb cameras are ideal for you to send to your family members, colleagues and more. They will feel your concern and love, and your relation",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|features|description|details,bulb|e27|light bulb,wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,db0442724969c19700b9b563d7c213701a2772c62ec3fdc4e5414ab06a97e7a3
strong_exclusion_control,B07Z738R1K,smart_bulb,Electronics,Amazon Devices,Echo Show (2nd Gen) with Philips Hue Bulb - Alexa smart home starter kit - Charcoal,,,smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:echo|smart_bulb:wrong_product:echo show,approved_identity_phrase_absent|wrong_product,title,bulb,alexa|philips hue|smart home|smart_near_bulb,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,de715a5f6be03d3a25ff05a61a7d0a6058c005ee125b7bbbf9aab4fad781751a
strong_exclusion_control,B0B3VHPTB9,smart_bulb,Electronics,Camera & Photo,"LUHWYJA 2PC Wireless Light Bulb Security Camera, 5G WiFi 1080p 360 Degree Dome Surveillance Camera Night Vision Light Socket Camera, Smart Home Security Wireless Camerafor Indoor and Outdoor (2PC)",Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | details: Best Sellers Rank Dome Surveillance Cameras 5390 Brand LUHWYJA Compatible Devices Smartphone Connectivity Protocol Wi-Fi Controller Type Android Date First Available September 1, 2022 Manufacturer LUHWYJA Recommended Uses For Product Indoor,Outdoor",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras|smart_bulb:wrong_product:security camera|smart_plug:approved_identity_phrase_absent|smart_plug:wrong_product:camera|smart_plug:wrong_product:cameras|smart_plug:wrong_product:security camera,approved_identity_phrase_absent|multi-type conflict|wrong_product,title|details,bulb|light bulb,smart home|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,e002cb06fdf8ea2a1a03b622a128cdd268dbe02a0d5d384bfd2cd57a05b39dd9
strong_exclusion_control,B0B17KB9ZW,smart_bulb,Electronics,Camera & Photo,Birdeem 360-degree Panoramic HD View Smart High-Definition Bulb-Type Surveillance Camera Home Remote Surveillance Camera (A),Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras,"categories: Electronics Camera & Photo Video Surveillance Surveillance Cameras Dome Cameras | features: ✵✵【1080P Pan Tilt WiFi Security Camera】 This Pan Tilt WiFi camera can provide you with a clear vision (Full HD 1080P resolution) at any time, day or night. The Pan & Tilt allows you to cover 360 monitoring with 1 Single camera!With 1080P HD resolution, home camera displays a crystal clear smooth live video, you can keep an eye on your home anytime anywhere. Camera works with 2.4G WiFi ✵✵【Easy Installation & Wi-Fi Set… | description: … difference caused by different monitors and lights. Product name: Home Remote Surveillance Camera 360-degree Panoramic View Smart High-definition Bulb-type S",smart_bulb:approved_identity_phrase_absent|smart_bulb:wrong_product:camera|smart_bulb:wrong_product:cameras,approved_identity_phrase_absent|wrong_product,title|features|description,bulb|e27|light bulb,smart_near_bulb|wi fi|wifi,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,e59e2b487356982c5cdc3272b833eb3cd1848517f8a16472661a6e62f3490215
strong_exclusion_control,B01GKN8Y2G,smart_bulb,Home_and_Kitchen,Tools & Home Improvement,"Amagle Led Motion Activated Night Light, Flexible LED Strip Sensor Automatic Bed Light for Bedroom (Dual Sensor)",Home & Kitchen Home Décor Products Home Fragrance Light Bulb Rings,"categories: Home & Kitchen Home Décor Products Home Fragrance Light Bulb Rings | features: Smart Nightlight -- （Only work at Dark environment）Warm soft glow of bed light will turn on to guide you safely across the room in the dark, no disturbing glare to wake others. Energy saving that Only light up when it picks up your movement, auto shut-off, further improve power efficiency and save energy. Motion Sensor- Built-in human body passive infrared motion sensor & light activated sensor, with automatic shut-… | details: Batteries required No Finish types Waterproof Is Discontinued By Manufacturer No Item Weight 12.3 ounces Manufacturer Amagle Number of pieces 2 Package Dimensions 7.8 x 6 x 3 in",smart_bulb:approved_identity_phrase_absent|smart_bulb:smart_evidence_not_in_title_or_categories,approved_identity_phrase_absent|smart_evidence_not_in_title_or_categories,categories,bulb|light bulb,,exclude,high,wrong_device_type,Primary title/category identifies a prohibited product or accessory.,w3-v1.4.0-draft,e7b5664db74f98f3cced0264804b734356fd3f43a18b222133d92c7280352b74
